Paper, URL, Conference, Year,data,description,pdfName
Alice in Warningland: A Large-Scale Field Study of Browser Security Warning Effectiveness.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/akhawe,uss,2013,,,
All Your IFCException Are Belong to Us.,https://doi.org/10.1109/SP.2013.10,sp,2013,,,
Ally Friendly Jamming: How to Jam Your Enemy and Maintain Your Own Wireless Connectivity at the Same Time.,https://doi.org/10.1109/SP.2013.22,sp,2013,,,
An analysis of the EMV channel establishment protocol.,http://doi.acm.org/10.1145/2508859.2516748,ccs,2013,,,
An architecture for practical actively secure MPC with dishonest majority.,http://doi.acm.org/10.1145/2508859.2516744,ccs,2013,,,
An Empirical Evaluation of Relay Selection in Tor.,http://internetsociety.org/doc/empirical-evaluation-relay-selection-tor,ndss,2013,,,
An empirical study of cryptographic misuse in android applications.,http://doi.acm.org/10.1145/2508859.2516693,ccs,2013,,,
An Empirical Study of Vulnerability Rewards Programs.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/finifter,uss,2013,,,
An Ideal-Security Protocol for Order-Preserving Encoding.,https://doi.org/10.1109/SP.2013.38,sp,2013,,,
Analysis of the HTTPS certificate ecosystem.,http://doi.acm.org/10.1145/2504730.2504755,imc,2013,,,
Analyzing the potential benefits of CDN augmentation strategies for internet video workloads.,http://doi.acm.org/10.1145/2504730.2504743,imc,2013,,,
Analyzing Unique-Bid Auction Sites for Fun and Profit.,http://internetsociety.org/doc/analyzing-unique-bid-auction-sites-fun-and-profit,ndss,2013,,,
Anon-Pass: Practical Anonymous Subscriptions.,https://doi.org/10.1109/SP.2013.29,sp,2013,,,
Anonymous credentials light.,http://doi.acm.org/10.1145/2508859.2516687,ccs,2013,,,
AppIntent: analyzing sensitive data transmission in android for privacy leakage detection.,http://doi.acm.org/10.1145/2508859.2516676,ccs,2013,,,
Appraising the delay accuracy in browser-based network measurement.,http://doi.acm.org/10.1145/2504730.2504760,imc,2013,,,
Approaches to adversarial drift.,http://doi.acm.org/10.1145/2517312.2517320,ccsaisec,2013,,,
"AS relationships, customer cones, and validation.",http://doi.acm.org/10.1145/2504730.2504735,imc,2013,,,
AS-level topology collection through looking glass servers.,http://doi.acm.org/10.1145/2504730.2504758,imc,2013,,,
ASIST: architectural support for instruction set randomization.,http://doi.acm.org/10.1145/2508859.2516670,ccs,2013,,,
Assessing software integrity of virtual appliances through software whitelists.,http://internetsociety.org/doc/assessing-software-integrity-virtual-appliances-through-software-whitelists,ndss,2013,,,
Attack Surface Metrics and Automated Compile-Time OS Kernel Tailoring.,http://internetsociety.org/doc/attack-surface-metrics-and-automated-compile-time-os-kernel-tailoring,ndss,2013,,,
AUTHSCAN: Automatic Extraction of Web Authentication Protocols from Implementations.,http://www.internetsociety.org/doc/authscan-automatic-extraction-web-authentication-protocols-implementations%E2%88%97,ndss,2013,,,
AUTOCRYPT: enabling homomorphic computation on servers to protect sensitive web content.,http://doi.acm.org/10.1145/2508859.2516666,ccs,2013,,,
Automatic Mediation of Privacy-Sensitive Resource Access in Smartphone Applications.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/livshits,uss,2013,,,
Automatic Protocol Selection in Secure Two-Party Computations.,http://internetsociety.org/doc/automatic-protocol-selection-secure-two-party-computations,ndss,2013,,,
Automatic verification of protocols with lists of unbounded length.,http://doi.acm.org/10.1145/2508859.2516679,ccs,2013,,,
Automatically Inferring the Evolution of Malicious Activity on the Internet.,http://internetsociety.org/doc/automatically-inferring-evolution-malicious-activity-internet,ndss,2013,,,
AVANT-GUARD: scalable and vigilant switch flow management in software-defined networks.,http://doi.acm.org/10.1145/2508859.2516684,ccs,2013,,,
Avoiding Theoretical Optimality to Efficiently and Privately Retrieve Security Updates.,https://doi.org/10.1007/978-3-642-39884-1_33,fc,2013,,,
Awareness about Photos on the Web and How Privacy-Privacy-Tradeoffs Could Help.,https://doi.org/10.1007/978-3-642-41320-9_9,fcw,2013,,,
Beheading hydras: performing effective botnet takedowns.,http://doi.acm.org/10.1145/2508859.2516749,ccs,2013,,,
Behind the Scenes of Online Attacks: an Analysis of Exploitation Behaviors on the Web.,http://internetsociety.org/doc/behind-scenes-online-attacks-analysis-exploitation-behaviors-web,ndss,2013,,,
Belief semantics of authorization logic.,http://doi.acm.org/10.1145/2508859.2516667,ccs,2013,,,
Benchmarking personal cloud storage.,http://doi.acm.org/10.1145/2504730.2504762,imc,2013,,,
Best paper - Follow the money: understanding economics of online aggregation and advertising.,http://doi.acm.org/10.1145/2504730.2504768,imc,2013,,,
Beware the Middleman: Empirical Analysis of Bitcoin-Exchange Risk.,https://doi.org/10.1007/978-3-642-39884-1_3,fc,2013,,,
BIOS chronomancy: fixing the core root of trust for measurement.,http://doi.acm.org/10.1145/2508859.2516714,ccs,2013,,,
Blackbox traceable CP-ABE: how to catch people leaking their keys by selling decryption devices on ebay.,http://doi.acm.org/10.1145/2508859.2516683,ccs,2013,,,
Bootstrapping Trust in Online Dating: Social Verification of Online Dating Profiles.,https://doi.org/10.1007/978-3-642-41320-9_10,fcw,2013,,,
Breaking and entering through the silicon.,http://doi.acm.org/10.1145/2508859.2516717,ccs,2013,,,
Bridging the Data Gap: Data Related Challenges in Evaluating Large Scale Collaborative Security Systems.,https://www.usenix.org/conference/cset13/workshop-program/presentation/sonchack,usscset,2013,,,
BugBox: A Vulnerability Corpus for PHP Web Applications.,https://www.usenix.org/conference/cset13/workshop-program/presentation/nilson,usscset,2013,,,
CacheAudit: A Tool for the Static Analysis of Cache Side Channels.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/paper/doychev,uss,2013,,,
CAge: Taming Certificate Authorities by Inferring Restricted Scopes.,https://doi.org/10.1007/978-3-642-39884-1_28,fc,2013,,,
CAMP: Content-Agnostic Malware Protection.,http://internetsociety.org/doc/camp-content-agnostic-malware-protection,ndss,2013,,,
Can Nature Help Us Solve Risk Management Issues?,https://doi.org/10.1007/978-3-642-39884-1_1,fc,2013,,,
Caveat Coercitor: Coercion-Evidence in Electronic Voting.,https://doi.org/10.1109/SP.2013.32,sp,2013,,,
Certified computer-aided cryptography: efficient provably secure machine code from high-level implementations.,http://doi.acm.org/10.1145/2508859.2516652,ccs,2013,,,
Choreo: network-aware task placement for cloud applications.,http://doi.acm.org/10.1145/2504730.2504744,imc,2013,,,
Chucky: exposing missing checks in source code for vulnerability discovery.,http://doi.acm.org/10.1145/2508859.2516665,ccs,2013,,,
Circuit Structures for Improving Efficiency of Security and Privacy Tools.,https://doi.org/10.1109/SP.2013.40,sp,2013,,,
Clear and Present Data: Opaque Traffic and its Security Implications for the Future.,http://internetsociety.org/doc/clear-and-present-data-opaque-traffic-and-its-security-implications-future,ndss,2013,,,
Clickonomics: Determining the Effect of Anti-Piracy Measures for One-Click Hosting.,http://internetsociety.org/doc/clickonomics-determining-effect-anti-piracy-measures-one-click-hosting,ndss,2013,,,
Community contribution award - Measuring and mitigating web performance bottlenecks in broadband access networks.,http://doi.acm.org/10.1145/2504730.2504741,imc,2013,,,
COMPA: Detecting Compromised Accounts on Social Networks.,http://internetsociety.org/doc/compa-detecting-compromised-accounts-social-networks,ndss,2013,,,
Comparing Mobile Privacy Protection through Cross-Platform Applications.,http://internetsociety.org/doc/comparing-mobile-privacy-protection-through-cross-platform-applications,ndss,2013,,,
"Comply or Die"" Is Dead: Long Live Security-Aware Principal Agents.""",https://doi.org/10.1007/978-3-642-41320-9_5,fcw,2013,,,
Computationally complete symbolic attacker and key exchange.,http://doi.acm.org/10.1145/2508859.2516710,ccs,2013,,,
Configuration-based IDS for advanced metering infrastructure.,http://doi.acm.org/10.1145/2508859.2516745,ccs,2013,,,
Content-based isolation: rethinking isolation policy design on client systems.,http://doi.acm.org/10.1145/2508859.2516722,ccs,2013,,,
Contextual Policy Enforcement in Android Applications with Permission Event Graphs.,http://internetsociety.org/doc/contextual-policy-enforcement-android-applications-permission-event-graphs,ndss,2013,,,
Control Flow Integrity for COTS Binaries.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/Zhang,uss,2013,,,
Control-Alt-Hack: the design and evaluation of a card game for computer security awareness and education.,http://doi.acm.org/10.1145/2508859.2516753,ccs,2013,,,
Cookieless Monster: Exploring the Ecosystem of Web-Based Device Fingerprinting.,https://doi.org/10.1109/SP.2013.43,sp,2013,,,
Coupon Collector's Problem for Fault Analysis against AES - High Tolerance for Noisy Fault Injections.,https://doi.org/10.1007/978-3-642-39884-1_18,fc,2013,,,
Cover your ACKs: pitfalls of covert channel censorship circumvention.,http://doi.acm.org/10.1145/2508859.2516742,ccs,2013,,,
Cross-origin pixel stealing: timing attacks using CSS filters.,http://doi.acm.org/10.1145/2508859.2516712,ccs,2013,,,
D-mystifying the D-root address change.,http://doi.acm.org/10.1145/2504730.2504772,imc,2013,,,
"Declarative, Temporal, and Practical Programming with Capabilities.",https://doi.org/10.1109/SP.2013.11,sp,2013,,,
deDacota: toward preventing server-side XSS via automatic code and data separation.,http://doi.acm.org/10.1145/2508859.2516708,ccs,2013,,,
"Deduction soundness: prove one, get five for free.",http://doi.acm.org/10.1145/2508859.2516711,ccs,2013,,,
Delegatable pseudorandom functions and applications.,http://doi.acm.org/10.1145/2508859.2516668,ccs,2013,,,
Delta: automatic identification of unknown web-based infection campaigns.,http://doi.acm.org/10.1145/2508859.2516725,ccs,2013,,,
Demystifying porn 2.0: a look into a major adult video streaming website.,http://doi.acm.org/10.1145/2504730.2504739,imc,2013,,,
Demystifying the dark side of the middle: a field study of middlebox failures in datacenters.,http://doi.acm.org/10.1145/2504730.2504737,imc,2013,,,
"Design, Implementation and Verification of an eXtensible and Modular Hypervisor Framework.",https://doi.org/10.1109/SP.2013.36,sp,2013,,,
Detecting Passive Content Leaks and Pollution in Android Applications.,http://internetsociety.org/doc/detecting-passive-content-leaks-and-pollution-android-applications,ndss,2013,,,
"Detecting stealthy, distributed SSH brute-forcing.",http://doi.acm.org/10.1145/2508859.2516719,ccs,2013,,,
Detection of Malicious PDF Files Based on Hierarchical Document Structure.,http://internetsociety.org/doc/detection-malicious-pdf-files-based-hierarchical-document-structure,ndss,2013,,,
D’_ppel: retrofitting commodity operating systems to mitigate cache side channels in the cloud.,http://doi.acm.org/10.1145/2508859.2516741,ccs,2013,,,
Diglossia: detecting code injection attacks with precision and efficiency.,http://doi.acm.org/10.1145/2508859.2516696,ccs,2013,,,
Dismantling Megamos Crypto: Wirelessly Lockpicking a Vehicle Immobilizer.,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/verdult,uss,2013,,,
Does Counting Still Count? Revisiting the Security of Counting based User Authentication Protocols against Statistical Attacks.,http://internetsociety.org/doc/does-counting-still-count-revisiting-security-counting-based-user-authentication-protocols,ndss,2013,,,
Dowsing for Overflows: A Guided Fuzzer to Find Buffer Boundary Violations.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/papers/haller,uss,2013,,,
DupLESS: Server-Aided Encryption for Deduplicated Storage.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/bellare,uss,2013,,,
Early security classification of skype users via machine learning.,http://doi.acm.org/10.1145/2517312.2517322,ccsaisec,2013,,,
Effective Inter-Component Communication Mapping in Android: An Essential Step Towards Holistic Security Analysis.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/octeau,uss,2013,,,
Efficient Garbling from a Fixed-Key Blockcipher.,https://doi.org/10.1109/SP.2013.39,sp,2013,,,
Efficient targeted key subset retrieval in fractal hash sequences.,http://doi.acm.org/10.1145/2508859.2516739,ccs,2013,,,
Elligator: elliptic-curve points indistinguishable from uniform random strings.,http://doi.acm.org/10.1145/2508859.2516734,ccs,2013,,,
Enabling Fine-Grained Permissions for Augmented Reality Applications with Recognizers.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/jana,uss,2013,,,
Ensuring high-quality randomness in cryptographic key generation.,http://doi.acm.org/10.1145/2508859.2516680,ccs,2013,,,
Eradicating DNS Rebinding with the Extended Same-origin Policy.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/johns,uss,2013,,,
Evaluating User Privacy in Bitcoin.,https://doi.org/10.1007/978-3-642-39884-1_4,fc,2013,,,
ExecScent: Mining for New C&amp;C Domains in Live Networks with Adaptive Control Protocol Templates.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/paper/nelms,uss,2013,,,
Exploring EDNS-client-subnet adopters in your free time.,http://doi.acm.org/10.1145/2504730.2504767,imc,2013,,,
Exploring Extrinsic Motivation for Better Security: A Usability Study of Scoring-Enhanced Device Pairing.,https://doi.org/10.1007/978-3-642-39884-1_6,fc,2013,,,
FANCI: identification of stealthy malicious logic using boolean functional analysis.,http://doi.acm.org/10.1145/2508859.2516654,ccs,2013,,,
Fast two-party secure computation with minimal assumptions.,http://doi.acm.org/10.1145/2508859.2516698,ccs,2013,,,
FIE on Firmware: Finding Vulnerabilities in Embedded Systems Using Symbolic Execution.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/paper/davidson,uss,2013,,,
Finding the Linchpins of the Dark Web: a Study on Topologically Dedicated Hosts on Malicious Web Infrastructures.,https://doi.org/10.1109/SP.2013.18,sp,2013,,,
Fix Me Up: Repairing Access-Control Bugs in Web Applications.,http://internetsociety.org/doc/fix-me-repairing-access-control-bugs-web-applications,ndss,2013,,,
Flexible and Fine-grained Mandatory Access Control on Android for Diverse Security and Privacy Policies.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/bugiel,uss,2013,,,
Flexible and scalable digital signatures in TPM 2.0.,http://doi.acm.org/10.1145/2508859.2516729,ccs,2013,,,
Follow the green: growth and dynamics in twitter follower markets.,http://doi.acm.org/10.1145/2504730.2504731,imc,2013,,,
Formal verification of information flow security for a simple arm-based separation kernel.,http://doi.acm.org/10.1145/2508859.2516702,ccs,2013,,,
FPDetective: dusting the web for fingerprinters.,http://doi.acm.org/10.1145/2508859.2516674,ccs,2013,,,
FRESCO: Modular Composable Security Services for Software-Defined Networks.,http://internetsociety.org/doc/fresco-modular-composable-security-services-software-defined-networks,ndss,2013,,,
From Paris to Tokyo: on the suitability of ping to measure latency.,http://doi.acm.org/10.1145/2504730.2504765,imc,2013,,,
Fully automated analysis of padding-based encryption in the computational model.,http://doi.acm.org/10.1145/2508859.2516663,ccs,2013,,,
Garbled Circuits via Structured Encryption.,https://doi.org/10.1007/978-3-642-41320-9_12,fcw,2013,,,
General Chair's Message.,http://www.internetsociety.org/ndss-2013-general-chairs-message,ndss,2013,,,
Generation of SSH Network Traffic Data for IDS Testbeds.,https://www.usenix.org/conference/cset13/workshop-program/presentation/djidjev,usscset,2013,,,
Geo-indistinguishability: differential privacy for location-based systems.,http://doi.acm.org/10.1145/2508859.2516735,ccs,2013,,,
Ghost Talk: Mitigating EMI Signal Injection Attacks against Analog Sensors.,https://doi.org/10.1109/SP.2013.20,sp,2013,,,
"Give Me Letters 2 ,3 and 6!"": Partial Password Implementations and Attacks.""",https://doi.org/10.1007/978-3-642-39884-1_11,fc,2013,,,
GMW vs. Yao? Efficient Secure Two-Party Computation with Low Depth Circuits.,https://doi.org/10.1007/978-3-642-39884-1_23,fc,2013,,,
GOTCHA password hackers!,http://doi.acm.org/10.1145/2517312.2517319,ccsaisec,2013,,,
Greystar: Fast and Accurate Detection of SMS Spam Numbers in Large Cellular Networks Using Gray Phone Space.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/jiang,uss,2013,,,
Growth analysis of a large ISP.,http://doi.acm.org/10.1145/2504730.2504769,imc,2013,,,
Hang with your buddies to resist intersection attacks.,http://doi.acm.org/10.1145/2508859.2516740,ccs,2013,,,
Heart-to-heart (H2H): authentication for implanted medical devices.,http://doi.acm.org/10.1145/2508859.2516658,ccs,2013,,,
"Hey, You, Get Off of My Clipboard - On How Usability Trumps Security in Android Password Managers.",https://doi.org/10.1007/978-3-642-39884-1_12,fc,2013,,,
Hiding Information in Flash Memory.,https://doi.org/10.1109/SP.2013.26,sp,2013,,,
HIFS: history independence for file systems.,http://doi.acm.org/10.1145/2508859.2516724,ccs,2013,,,
High Accuracy Attack Provenance via Binary-based Execution Partition.,http://internetsociety.org/doc/high-accuracy-attack-provenance-binary-based-execution-partition,ndss,2013,,,
Honeywords: making password-cracking detectable.,http://doi.acm.org/10.1145/2508859.2516671,ccs,2013,,,
How Privacy Leaks From Bluetooth Mouse?,http://internetsociety.org/doc/how-privacy-leaks-bluetooth-mouse-0,ndss,2013,,,
How to Attack Two-Factor Authentication Internet Banking.,https://doi.org/10.1007/978-3-642-39884-1_27,fc,2013,,,
How to keep a secret: leakage deterring public-key cryptosystems.,http://doi.acm.org/10.1145/2508859.2516691,ccs,2013,,,
I can be You: Questioning the use of Keystroke Dynamics as Biometrics.,http://internetsociety.org/doc/i-can-be-you-questioning-use-keystroke-dynamics-biometrics,ndss,2013,,,
"I Think, Therefore I Am: Usability and Security of Authentication Using Brainwaves.",https://doi.org/10.1007/978-3-642-41320-9_1,fcw,2013,,,
I want my voice to be heard: IP over Voice-over-IP for unobservable censorship circumvention.,http://internetsociety.org/doc/i-want-my-voice-be-heard-ip-over-voice-over-ip-unobservable-censorship-circumvention,ndss,2013,,,
Identifiability of link metrics based on end-to-end path measurements.,http://doi.acm.org/10.1145/2504730.2504738,imc,2013,,,
"Identity, location, disease and more: inferring your secrets from android public resources.",http://doi.acm.org/10.1145/2508859.2516661,ccs,2013,,,
Impact of integrity attacks on real-time pricing in smart grids.,http://doi.acm.org/10.1145/2508859.2516705,ccs,2013,,,
Implementing TLS with Verified Cryptographic Security.,https://doi.org/10.1109/SP.2013.37,sp,2013,,,
Impression Fraud in On-line Advertising via Pay-Per-View Networks.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/paper/springborn,uss,2013,,,
Indexing million of packets per second using GPUs.,http://doi.acm.org/10.1145/2504730.2504756,imc,2013,,,
Information Security as a Credence Good.,https://doi.org/10.1007/978-3-642-41320-9_6,fcw,2013,,,
InteGuard: Toward Automatic Protection of Third-Party Web Service Integrations.,http://internetsociety.org/doc/integuard-toward-automatic-protection-third-party-web-service-integrations,ndss,2013,,,
Intention and Origination: An Inside Look at Large-Scale Bot Queries.,http://internetsociety.org/doc/intention-and-origination-inside-look-large-scale-bot-queries,ndss,2013,,,
Interdependent Privacy: Let Me Share Your Data.,https://doi.org/10.1007/978-3-642-39884-1_29,fc,2013,,,
Internet Measurements and Public Policy: Mind the Gap.,https://www.usenix.org/conference/cset13/workshop-program/presentation/asghari,usscset,2013,,,
Internet nameserver IPv4 and IPv6 address relationships.,http://doi.acm.org/10.1145/2504730.2504745,imc,2013,,,
Is data clustering in adversarial settings secure?,http://doi.acm.org/10.1145/2517312.2517321,ccsaisec,2013,,,
Jekyll on iOS: When Benign Apps Become Evil.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/wang_tielei,uss,2013,,,
Juice: A Longitudinal Study of an SEO Botnet.,http://internetsociety.org/doc/juice-longitudinal-study-seo-botnet,ndss,2013,,,
Just-In-Time Code Reuse: On the Effectiveness of Fine-Grained Address Space Layout Randomization.,https://doi.org/10.1109/SP.2013.45,sp,2013,,,
KI-Mon: A Hardware-assisted Event-triggered Monitoring Platform for Mutable Kernel Object.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/lee,uss,2013,,,
KinWrite: Handwriting-Based Authentication Using Kinect.,http://internetsociety.org/doc/kinwrite-handwriting-based-authentication-using-kinect,ndss,2013,,,
Language-based Defenses Against Untrusted Browser Origins.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/bhargavan,uss,2013,,,
Laying a Secure Foundation for Mobile Devices.,http://www.internetsociety.org/doc/laying-secure-foundation-mobile-devices,ndss,2013,,,
Let Me Answer That for You: Exploiting Broadcast Information in Cellular Networks.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/golde,uss,2013,,,
Librando: transparent code randomization for just-in-time compilers.,http://doi.acm.org/10.1145/2508859.2516675,ccs,2013,,,
LIRA: Lightweight Incentivized Routing for Anonymity.,http://internetsociety.org/doc/lira-lightweight-incentivized-routing-anonymity,ndss,2013,,,
LogGC: garbage collecting audit log.,http://doi.acm.org/10.1145/2508859.2516731,ccs,2013,,,
Low-cost Standard Signatures in Wireless Sensor Networks: A Case for Reviving Pre-computation Techniques?,http://internetsociety.org/doc/low-cost-standard-signatures-wireless-sensor-networks-case-reviving-pre-computation-techniques,ndss,2013,,,
Low-fat pointers: compact encoding and efficient gate-level implementation of fat pointers for spatial safety and capability-based security.,http://doi.acm.org/10.1145/2508859.2516713,ccs,2013,,,
Lucky Thirteen: Breaking the TLS and DTLS Record Protocols.,https://doi.org/10.1109/SP.2013.42,sp,2013,,,
Macroeconomic Analysis of Malware.,http://internetsociety.org/doc/macroeconomic-analysis-malware-0,ndss,2013,,,
MalwareLab: Experimentation with Cybercrime Attack Tools.,https://www.usenix.org/conference/cset13/workshop-program/presentation/allodi,usscset,2013,,,
Mapping the expansion of Google's serving infrastructure.,http://doi.acm.org/10.1145/2504730.2504754,imc,2013,,,
Measuring password guessability for an entire university.,http://doi.acm.org/10.1145/2508859.2516726,ccs,2013,,,
Measuring the Practical Impact of DNSSEC Deployment.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/paper/lian,uss,2013,,,
Membership privacy: a unifying framework for privacy definitions.,http://doi.acm.org/10.1145/2508859.2516686,ccs,2013,,,
MetaSymploit: Day-One Defense against Script-based Attacks with Security-Enhanced Symbolic Analysis.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/papers/wang,uss,2013,,,
Metrics for Automated Network Security Design.,http://internetsociety.org/doc/metrics-automated-network-security-design,ndss,2013,,,
MINESTRONE: Testing the SOUP.,https://www.usenix.org/conference/cset13/workshop-program/presentation/benameur,usscset,2013,,,
MinimaLT: minimal-latency networking through better security.,http://doi.acm.org/10.1145/2508859.2516737,ccs,2013,,,
Mitigating Smart Card Fault Injection with Link-Time Code Rewriting: A Feasibility Study.,https://doi.org/10.1007/978-3-642-39884-1_19,fc,2013,,,
Monitor integrity protection with space efficiency and separate compilation.,http://doi.acm.org/10.1145/2508859.2516649,ccs,2013,,,
More efficient oblivious transfer and extensions for faster secure computation.,http://doi.acm.org/10.1145/2508859.2516738,ccs,2013,,,
Multi-cloud oblivious storage.,http://doi.acm.org/10.1145/2508859.2516673,ccs,2013,,,
mXSS attacks: attacking well-secured web-applications by using innerHTML mutations.,http://doi.acm.org/10.1145/2508859.2516723,ccs,2013,,,
Native x86 Decompilation Using Semantics-Preserving Structural Analysis and Iterative Control-Flow Structuring.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/schwartz,uss,2013,,,
NEIGHBORWATCHER: A Content-Agnostic Comment Spam Inference System.,http://internetsociety.org/doc/neighborwatcher-content-agnostic-comment-spam-inference-system,ndss,2013,,,
Network fingerprinting: TTL-based router signatures.,http://doi.acm.org/10.1145/2504730.2504761,imc,2013,,,
"Next stop, the cloud: understanding modern web service deployment in EC2 and azure.",http://doi.acm.org/10.1145/2504730.2504740,imc,2013,,,
OAKE: a new family of implicitly authenticated diffie-hellman protocols.,http://doi.acm.org/10.1145/2508859.2516695,ccs,2013,,,
OASIS: on achieving a sanctuary for integrity and secrecy on untrusted platforms.,http://doi.acm.org/10.1145/2508859.2516678,ccs,2013,,,
Obfuscation resilient binary code reuse through trace-oriented programming.,http://doi.acm.org/10.1145/2508859.2516664,ccs,2013,,,
ObliviStore: High Performance Oblivious Cloud Storage.,https://doi.org/10.1109/SP.2013.25,sp,2013,,,
ObliviStore: High Performance Oblivious Distributed Cloud Data Store.,http://internetsociety.org/doc/oblivistore-high-performance-oblivious-distributed-cloud-data-store-0,ndss,2013,,,
OCTANE (Open Car Testbed and Network Experiments): Bringing Cyber-Physical Security Research to Researchers and Students.,https://www.usenix.org/conference/cset13/workshop-program/presentation/everett,usscset,2013,,,
OIRS: Outsourced Image Recovery Service From Comprehensive Sensing With Privacy Assurance.,http://internetsociety.org/doc/oirs-outsourced-image-recovery-service-comprehensive-sensing-privacy,ndss,2013,,,
On Implementing Deniable Storage Encryption for Mobile Devices.,http://internetsociety.org/doc/implementing-deniable-storage-encryption-mobile-devices,ndss,2013,,,
On Limitations of Friendly Jamming for Confidentiality.,https://doi.org/10.1109/SP.2013.21,sp,2013,,,
On measuring the client-side DNS infrastructure.,http://doi.acm.org/10.1145/2504730.2504734,imc,2013,,,
On the benefits of using a large IXP as an internet vantage point.,http://doi.acm.org/10.1145/2504730.2504746,imc,2013,,,
On the hardness of evading combinations of linear classifiers.,http://doi.acm.org/10.1145/2517312.2517318,ccsaisec,2013,,,
On the Minimal Number of Bootstrappings in Homomorphic Circuits.,https://doi.org/10.1007/978-3-642-41320-9_13,fcw,2013,,,
On the Need of Physical Security for Small Embedded Devices: A Case Study with COMP128-1 Implementations in SIM Cards.,https://doi.org/10.1007/978-3-642-39884-1_20,fc,2013,,,
On the Security of Picture Gesture Authentication.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/zhao,uss,2013,,,
On the Security of RC4 in TLS.,https://www.usenix.org/conference/usenixsecurity13/technical-sessions/paper/alFardan,uss,2013,,,
On the security of TLS renegotiation.,http://doi.acm.org/10.1145/2508859.2516694,ccs,2013,,,
